incident_no|incident_code|date_reported|status_code|occurred|location_code|address|stolen_value|lost_value|narrative
11003336|NARCOTICS - POSSESSION|9/3/2011 15:57|Cleared by Arrest|Date: 09/03/2011 15:57|Morrill Hall|1335 U St|0.00|0.00|Non-UNL affiliated person cited/released for Poss. of Marijuana &lt; 1 oz, 2nd offense after a bike patrol officer observed the party smoking from a joint.
11003338|MEDICAL EMERGENCY|9/3/2011 16:30|Cleared by Exception|Date: 09/03/2011 16:30|South Stadium Office|1102 T St|0.00|0.00|UNL student suffered a head laceration from walking into a light pole. Alcohol was involved. .150 BAC
11003339|MEDICAL EMERGENCY|9/3/2011 16:56|Cleared by Exception|Date: 09/03/2011 16:56||N 16TH ST & R ST|0.00|0.00|Passenger of a traffic stop was experiencing a medical emergency. LFR responded and transported the party to the hospital.
11003345|FIRE - FALSE ALARM|9/3/2011 20:12|Inactive|Date: 09/03/2011 20:12|Neihardt Residence Center|540 North 16th St|0.00|0.00|A fire alarm pull station was accidentally activated by an intoxicated female. Unable to locate the female at this time.
11003344|ACCIDENTS - P.D. H&R NOT REPORTABLE|9/3/2011 20:56|Inactive|between: 09/02/2011 17:00 and 09/03/2011 20:00|14th & Avery Parking Garage|1111 North 14th St|0.00|100.00|Belated Hit & Run accident; occurred within the previous 24 hours.
11003346|ALCOHOL - MINOR IN POSSESSION|9/3/2011 22:59|Cleared by Arrest|Date: 09/03/2011 22:59||N 17TH ST & VINE ST|0.00|0.00|Non student stopped for an improper turn.  Odor of alcoholic beverage emitting from vehicle.  Cited/released for MIPC (.023 BrAC)/Improper Turn.
11003348|NARCOTICS - POSSESSION|9/4/2011 1:01|Cleared by Arrest|Date: 09/04/2011 01:01||N 17TH ST & N ANTELOPE VALLEY PKWY|0.00|0.00|UNL student contacted after CSO observed her violate a pedestrian control device and appeared to be intoxicated.  Officer made contact and noted the strong odor of alcoholic beverage, slurred speech. Transported to Detox (.253 BrAC) where Adderall was found in her purse.  Cited/Lodged for Possession of a Controlled substance.
11003347|ALCOHOL - DRUNK|9/4/2011 1:09|Cleared by Exception|Date: 09/04/2011 01:09||ANTELOPE VALLEY PARKWAY & X ST|0.00|0.00|Officer observed an intoxicated student having difficulty maintaining balance and falling backwards after attempting to adjust his shoe.  Taken into Civil Protective Custody and transported to Cornhusker Place Detox (.217 BrAC).
11003349|ALCOHOL - DRUNK|9/4/2011 1:17|Cleared by Exception|Date: 09/04/2011 01:17||N 19TH ST & VINE ST|0.00|0.00|Non student contacted by officer after CSO observed him having difficulty walking and appeared to be intoxicated.  The officer noted the strong odor of alcoholic beverage, slurred speech and difficulty maintaining balance.  Taken into custody and transported to Cornhusker Place Detox (.248 BrAC).
11003351|ALCOHOL - MINOR IN POSSESSION|9/4/2011 1:57|Cleared by Arrest|Date: 09/04/2011 01:57|Schramm Hall|1130 North 14th St|0.00|0.00|UNL student contacted by officer after CSO observed him having difficulty with his balance.  Officer noted a strong odor of alcoholic beverage and slurred speech.  Taken into custody and transported to Detox (.240 BrAC).  Cited/Detox for MIPC.
11003352|ALCOHOL - DRUNK|9/4/2011 2:07|Cleared by Exception|Date: 09/04/2011 02:07||N 19TH ST & VINE ST|0.00|0.00|Non student contacted after a CSO observed the male fall on the sidewalk.  Officers contacted the male who had a strong odor of alcoholic beverage emitting from his person and slurred speech.  Taken into civil protective custody and transported to Cornhusker Place Detox (.226 BrAC)
11003353|ALCOHOL - MINOR IN POSSESSION|9/4/2011 2:17|Cleared by Arrest|Date: 09/04/2011 02:17|14th & Avery Parking Garage|1111 North 14th St|0.00|0.00|Two UNL students cited and released for MIP. BAC .192 and .186.
11003342|ACCIDENTS - P.D. H&R NOT REPORTABLE|9/4/2011 18:03|Inactive|Date: 09/03/2011 17:58|14th & Avery Parking Garage|1111 North 14th St|0.00|2000.00|Dodge pickup struck and damaged by another vehicle while parked in the garage. Witness has a possible plate number and suspect.
11003358|VANDALISM - OTHER|9/4/2011 19:19|Inactive|between: 09/02/2011 21:30 and 09/04/2011 19:00||320 N 18th|0.00|225.00|Victim reports the rear passenger side door window was shattered on her vehicle.  No items were reported missing or stolen.
11003361|ALCOHOL - MINOR IN POSSESSION|9/5/2011 2:13|Cleared by Arrest|Date: 09/05/2011 02:13|Beta Theta Pi|1515 R St.|0.00|100.00|One UNL student and one non student contacted after a rock was thrown through a window at the fraternity.  Both parties were Cited/Detox for MIPC (.201 and .189 BrAC) and Fake Identification Card.
11003366|LOST OR STOLEN ITEM|9/5/2011 13:45|Inactive|between: 09/04/2011 07:00 and 09/04/2011 20:00|Campus Recreation Center|841 North 14th St|20.00|0.00|UNL student misplaced a wallet. Unknown if stolen or still missing at this time.
11003367|FIRE - FALSE ALARM|9/5/2011 16:33|Inactive|between: 09/05/2011 16:30 and 09/05/2011 16:33|Lambda Chi Alpha|1645 R St|0.00|0.00|Fog machine activated a smoke detector. No fire.
11003369|TRAFFIC - SUSPENDED DRIVER|9/5/2011 19:45|Cleared by Arrest|Date: 09/05/2011 19:44||N 17TH ST & Q ST|0.00|0.00|Traffic stop for expired in transits.  Driver was found to be suspended with a history.  Lodged for DUS and cited for No Valid Registration/Fictitious Plates.
11003370|LARCENY - OTHER OR FROM OPEN AREA|9/5/2011 21:06|Inactive|between: 09/05/2011 19:00 and 09/05/2011 21:06|14th and W st.|1433 W Street|110.00|0.00|Report of a soccer ball and a debit card stolen from the soccer fields.
11003371|LARCENY - STOLEN BIKE|9/5/2011 21:29|Inactive|between: 08/27/2011 18:00 and 09/05/2011 19:00|Selleck Quad|600 North 15th St|150.00|0.00|Report of a stolen black/silver Schwinn and red combination lock on the east side of the south courtyard.
11003372|NARCOTICS - POSSESSION|9/6/2011 1:54|Cleared by Arrest|Date: 09/06/2011 01:54|Cather Hall|609 North 17th St|0.00|0.00|Officers responded to the smell of marijuana on the 12th floor. Contact was made with the occupants.  UNL student cited/released for Poss. of Marijuana &lt; 1 oz. (1 g)/Poss of Drug Paraphernalia and MIP.
11003373|MISC - OTHER|9/6/2011 4:45|Inactive|between: 05/06/2011 00:00 and 09/06/2011 04:45|College of Business Admin.|512 North 12th St|0.00|0.00|Unknown person vomiting in the women's restroom and not flushing it.
11003374|DISTURBANCE - OTHER|9/6/2011 9:12|Cleared by Exception|between: 09/05/2011 23:59 and 09/06/2011 09:00|Delta Tau Delta|715 North 16th St.|0.00|0.00|Two sand bags placed onto a motorcycle seat as a prank.
11003375|ACCIDENTS - P.D. NOT REPORTABLE|9/6/2011 10:19|Cleared by Exception|Date: 09/06/2011 10:19|Stadium Drive Parking Garage|625 Stadium Dr|0.00|1800.00|Non-injury accident in the parking garage.
11003376|LARCENY - FROM BUILDING|9/6/2011 11:21|Inactive|between: 08/30/2011 12:23 and 09/06/2011 11:21|Richards Hall|560 Stadium Dr|599.00|0.00|Computer stolen from the Art Gallery in Richards Hall.
11003378|LOST OR STOLEN ITEM|9/6/2011 14:05|Unfounded|between: 09/01/2011 13:00 and 09/06/2011 14:05|Selleck Quad|600 North 15th St|670.00|0.00|Person lost their IPad in Selleck Hall area,  $670 loss.
11003381|SUSPICIOUS PERSON|9/6/2011 16:16|Active|Date: 09/03/2011 17:15|Memorial Stadium|740 Stadium Dr.|0.00|0.00|Suspicious person report at Memorial Stadium during the game.
11003389|DISTURBANCE - OTHER|9/7/2011 0:24|Inactive|Date: 09/07/2011 23:16|515 N 19th Parking Lot Vine to|515 North 19th St.|0.00|0.00|Disturbance with a non UNL affiliated male after he reportedly attempted to steal a bike.,
11003391|ALCOHOL - DWI|9/7/2011 2:36|Cleared by Arrest|Date: 09/07/2011 02:36||N 17TH ST & VINE ST|0.00|0.00|Traffic stop.  Speeding 38 mph in a 25 mph zone.  Officer noted bloodshot eyes and the odor of alcoholic beverage emitting from vehicle.  Cited/Detox for DWI (.125 BrAC)/Speeding/Brake Light Violation.
11003396|MISC - OTHER|9/7/2011 14:00|Cleared by Exception|Date: 08/15/2011 14:26|Plant Sciences Hall|1875 North 38th St|0.00|0.00|UNL staff received an email that concerned them.  Investigation revealed the email was spam.
11003402|LOST OR STOLEN ITEM|9/7/2011 18:46|Cleared by Exception|between: 09/06/2011 20:35 and 09/07/2011 10:30|||50.00|0.00|Person lost their wallet between 1400 R Street and The Village, $50 loss.
11003406|ALCOHOL - DRUNK|9/7/2011 22:08|Cleared by Exception|Date: 09/07/2011 22:08|Hamilton Hall|639 North 12th St|0.00|0.00|Officer observed an intoxicated male stumbling as he walked on the sidewalk.  Strong odor of alcoholic beverage, slurred speech and unable to balance.  Non student transported to Detox (.313 BrAC).
11003411|SS - OTHER|9/8/2011 1:20|Inactive|between: 09/08/2011 12:00 and 09/08/2011 01:15|Neihardt Residence Center|540 North 16th St|0.00|0.00|Open safe found at Neihardt Snack Shack
11003410|ALCOHOL - MINOR IN POSSESSION|9/8/2011 1:31|Cleared by Arrest|Date: 09/08/2011 01:31|1740 Vine, American Math Competition|1740 Vine St.|0.00|0.00|Report of a male vomiting and urinating on the west side of Abel Hall.  UNL student cited for MIPC (.122 BrAC).  Released to sober roommate.
11003421|DISTURBANCE - OTHER|9/8/2011 15:55|Cleared by Exception|Date: 09/08/2011 15:55||2400 North 14th Street|0.00|0.00|Disturbance at the shower building at the Lincoln Race Course campgrounds, person taking showers without paying for the use of the building. Person warned not to come back on property.
11003423|LARCENY - STOLEN BIKE|9/8/2011 17:13|Inactive|between: 09/07/2011 18:00 and 09/08/2011 14:00|Westbrook Music Building|1104 R St|520.00|0.00|Black Rocky Mountain bicycle stolen from the east side of the building after the cable lock was cut.
11003425|SS - CHECK WELFARE OF PERSON|9/8/2011 18:18|Cleared by Exception|:|Alpha Gamma Sigma|4001 Holdrege St.|0.00|0.00|A check welfare was conducted with a UNL student and everything is fine.
11003427|NARCOTICS - POSSESSION|9/8/2011 22:39|Cleared by Arrest|Date: 09/08/2011 22:39|Abel Hall|880 North 17th St|0.00|0.00|Officers responded to Abel hall reference a narcotics complaint.  One UNL student cited for possession of marijuana, paraphernalia and MIP.
11003428|ALCOHOL - MINOR IN POSSESSION|9/9/2011 1:26|Cleared by Arrest|Date: 09/09/2011 01:26|Schramm Hall|1130 North 14th St|0.00|0.00|Four UNL students contacted on the east sidewalk of Schramm hall.  All were cited for MIPC.
11003429|LITTERING|9/9/2011 2:14|Cleared by Arrest|Date: 09/09/2011 02:14||N 16TH ST & P ST|0.00|0.00|UNL student contacted near 16-17th and Q and was cited for Urinating in Public.
11003430|LITTERING|9/9/2011 2:28|Cleared by Arrest|Date: 09/09/2011 02:28||CENTENNIAL MALL & P ST|0.00|0.00|A UNL student was contacted in the Andersen Hall parking lot and was cited for Urinating in Public.
11003431|ALCOHOL - DWI|9/9/2011 2:45|Cleared by Arrest|Date: 09/09/2011 02:45||1055 N. 16th St|0.00|0.00|UNL student found passed out behind the wheel of their vehicle on the east side of Schramm Hall.  Student was cited for DWI and MIPC.  BAC of 0.153.
11003437|ACCIDENTS - P.D. H&R NOT REPORTABLE|9/9/2011 14:24|Inactive|between: 09/08/2011 15:00 and 09/09/2011 14:00|Robert E. Knoll Residence Center|440 N. 17th Street|0.00|250.00|Belated hit and run accident. Minor damage.
11003439|LARCENY - FROM BUILDING|9/9/2011 15:29|Inactive|between: 09/03/2011 19:00 and 09/08/2011 13:00|Alpha Chi Omega|716 N 16th|151.97|0.00|Season student football tickets stolen from within a member's room.
11003441|TELEPHONE - THREATENING CALLS|9/9/2011 16:12|Cleared by Exception|between: 09/09/2011 14:00 and 09/09/2011 14:56|Kabredlo's|1540 P St.|0.00|0.00|Former employee making unwanted contact with current employee. Person responsible agreed to cease contact.
11003446|LARCENY - FROM BUILDING|9/9/2011 19:25|Unfounded|between: 09/09/2011 17:30 and 09/09/2011 19:00|Campus Recreation Center|841 North 14th Street|0.00|0.00|UNL Ncard may have been taken from a locked locker.
11003447|MEDICAL EMERGENCY|9/9/2011 21:05|Cleared by Exception|Date: 09/09/2011 21:05|Coliseum|1350 Vine St|0.00|0.00|Officer dispatched to the west side of the Coliseum on a person who felt faint.  Person was transported to the hospital for further treatment.
11003448|MEDICAL EMERGENCY|9/9/2011 22:34|Cleared by Exception|Date: 09/09/2011 22:34|Delta Tau Delta|715 North 16th St.|0.00|0.00|Officer dispatched to the Delta Tau Delta fraternity house on a member that was intoxicated and vomiting blood.  Member was transported to the hospital for further treatment.  Hospital advised BAC was 0.333.
11003451|ALCOHOL - BUY/PROCURE FOR MINORS|9/10/2011 0:25|Cleared by Arrest|between: 09/09/2011 21:00 and 09/10/2011 00:25||730 Marshall|0.00|0.00|Investigation into who provided the alcohol that resulted in a UNL minor student having to go to the hospital due to their intoxication. Related to case 11003448.
11003453|DISTURBANCE - OTHER|9/10/2011 1:15|Cleared by Exception|Date: 09/10/2011 01:15|Lambda Chi Alpha|1645 R St|0.00|0.00|Officer dispatched to the Lamda Chi Alpha fraternity house on a disturbance in progress.
11003455|ALCOHOL - DWI|9/10/2011 1:43|Cleared by Arrest|Date: 09/10/2011 01:43||N 17TH ST & VINE ST|0.00|0.00|Traffic stop resulted in the driver being cited for DUI-3 offense, suspended license and no headlights.
11003454|ALCOHOL - MINOR IN POSSESSION|9/10/2011 2:21|Cleared by Arrest|Date: 09/10/2011 02:21|Abel Hall|880 North 17th St|0.00|0.00|Non UNL student contacted inside of Abel Hall.  Male was cited for MIPC and turned over to the care of Detox. 0.186 BAC.
11003458|LARCENY - STOLEN BIKE|9/10/2011 3:32|Cleared by Exception|:|Cather Hall|609 North 17th St|0.00|0.00|UNL student reported his bicycle stolen and found it elsewhere on campus. Bicycle was released to him with proof of ownership.
11003457|SS - CHECK WELFARE OF PERSON|9/10/2011 3:54|Cleared by Exception|Date: 09/10/2011 03:54|||0.00|0.00|The parent of an UNL student called worried about their daughter as she was not answering her phone.  Attempts were made at all know addresses the UNL student might be at without success.  Missing persons broadcast was issued.
11003460|ALCOHOL - MINOR IN POSSESSION|9/10/2011 8:10|Cleared by Arrest|Date: 09/10/2011 08:10||660 16th st|0.00|0.00|Non-student contacted for a possible trespass. He was cited for MIP-C (.100 BAC) and taken to detox.
11003436|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|9/10/2011 12:28|Cleared by Exception|between: 09/09/2011 10:00 and 09/09/2011 12:25|Benton Hall|1535 U St|0.00|200.00|Bicycle accidentally damaged.
11003471|MEDICAL EMERGENCY|9/10/2011 16:01|Cleared by Exception|between: 09/10/2011 15:50 and 09/10/2011 16:00||N 14TH ST & VINE ST|0.00|0.00|UNL staff experienced severe pain and fainted. Transported to the hospital.
11003469|MEDICAL EMERGENCY|9/10/2011 16:36|Cleared by Exception|Date: 09/10/2011 16:36|Union-City|1400 R Street|0.00|0.00|Non UNL-affiliated person became dizzy and light headed. LFR evaluated and the person declined transport.
11003477|MEDICAL EMERGENCY|9/10/2011 17:41|Cleared by Exception|Date: 09/10/2011 17:41|Stadium Drive Parking Garage|625 Stadium Dr|0.00|0.00|Non UNL-affiliated person experienced symptoms similar to cardiac arrest. Transported to hospital by LFR.
11003474|ALCOHOL - MINOR IN POSSESSION|9/10/2011 18:18|Cleared by Arrest|Date: 09/10/2011 18:18|Memorial Stadium|740 Stadium Dr.|0.00|0.00|UNL student attempted to conceal numerous cans of beer under his shirt. Cited and released for Minor in Possession. .134 BrAC.
11003476|NARCOTICS - POSSESSION|9/10/2011 18:38|Cleared by Arrest|Date: 09/10/2011 18:38|Memorial Stadium|1100 T Street|0.00|0.00|UNL student contacted on a report of smoking marijuana inside the stadium. Cited and ejected from the game for Possession of Drug Paraphernalia.
11003480|FIRE (WORKING) - ALARM|9/10/2011 20:39|Cleared by Exception|Date: 09/10/2011 20:39|Robert E. Knoll Residence Center|440 N. 17th Street|0.00|0.00|Officer responded to a working fire at the Robert E. Knoll Residence Center in room 175.  Fire started at the microwave and was contained to the room.
11003481|NARCOTICS - POSSESSION|9/10/2011 21:03|Cleared by Arrest|between: 09/10/2011 21:00 and 09/10/2011 21:03|Abel Hall|880 North 17th St|0.00|0.00|UNL student cited/released for Poss of Marijuana &lt; 1 oz and Poss of Drug Paraphernalia after a complaint of burning marijuana.
11003486|ALCOHOL - DRUNK|9/10/2011 21:51|Cleared by Exception|Date: 09/10/2011 21:51||N 17TH ST & P ST|0.00|0.00|Non-student contacted for stumbling into the street and into oncoming traffic. Taken to Detox with .295 BrAC.
11003487|MEDICAL EMERGENCY|9/10/2011 22:04|Cleared by Exception|Date: 09/10/2011 22:04|Memorial Stadium|740 Stadium Dr.|0.00|0.00|Non UNL-affiliated person experienced vertigo symptoms. Transported to hospital by LFR.
11003493|NARCOTICS - POSSESSION|9/10/2011 23:51|Cleared by Arrest|Date: 09/10/2011 23:51|Pound Hall|513 North 17th St|0.00|0.00|UNL student contacted inside Pound Hall.  Student was found to be in possession of drug paraphernalia, was cited and released.
11003496|ASSAULT - NON DOMESTIC|9/11/2011 1:02|Inactive|Date: 09/11/2011 01:02|Sandoz Hall|820 North 17th St|0.00|0.00|Several students involved in a mutual fight. Investigation continues.
11003498|LARCENY - STOLEN BIKE|9/11/2011 1:30|Inactive|between: 09/11/2011 01:15 and 09/11/2011 01:30|Sigma Alpha Epsilon|635 North 16th St.|500.00|0.00|Jimmy Johns employee reports their bike was stolen while he was inside Sigma Alpha Epsilon making a delivery.
11003503|ALCOHOL - DRUNK|9/11/2011 1:48|Cleared by Exception|Date: 09/11/2011 01:48||N 17TH ST & R ST|0.00|0.00|Non UNL affiliated male contacted after stumbling down the sidewalk. Transported to Detox. BAC .241
11003502|ALCOHOL - MINOR IN POSSESSION|9/11/2011 3:27|Cleared by Arrest|Date: 09/11/2011 03:27|Abel Hall|880 North 17th St|0.00|0.00|Non UNL affiliated minor cited for MIPC following a complaint from a UNL resident. BAC .177.
11003504|ALCOHOL - MINOR IN POSSESSION|9/11/2011 3:29|Cleared by Arrest|Date: 09/11/2011 03:29|Kauffman Hall|630 North 14th St|0.00|0.00|Thermal alarm set off inside a room after a non UNL student discharged a fire extinguisher. Resident showed signs of intoxication and was cited for MIPC. BAC .186.
11003505|ALCOHOL - MINOR IN POSSESSION|9/11/2011 4:45|Cleared by Arrest|Date: 09/11/2011 04:45|Abel Hall|880 North 17th St|0.00|0.00|UNL student found vomiting in the restroom in Abel. He was intoxicated and a minor. BAC .141.
